"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"3718","•","DULAR","FIX","G472 (AWY-HI)","35,000 / 10,668","21.60810 / 77.38220","17  / 1110 nm","","https://flightplandatabase.com/plan/1297199"
"3719","•","LIPDU","FIX","G472 (AWY-HI)","35,000 / 10,668","21.89190 / 76.53830","50  / 1160 nm","","https://flightplandatabase.com/plan/1297199"
"3720","•","MONPI","FIX","G472 (AWY-HI)","35,000 / 10,668","22.07060 / 75.99890","31  / 1192 nm","","https://flightplandatabase.com/plan/1297199"
"3721","•","BODAR","FIX","G472 (AWY-HI)","19,700 / 6,005","22.60530 / 74.22140","103  / 1296 nm","","https://flightplandatabase.com/plan/1297199"
"3722","O","VAAH","APT","-","0 / 0","23.07720 / 72.63440","92  / 1388 nm","Sardar Vallabhbhai Patel Intl","https://flightplandatabase.com/plan/1297199"
"3723","O","VYYY","APT","-","0 / 0","16.91080 / 96.13570","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/1314992"
"3724","•","BGO","VOR","-","11,700 / 3,566","17.31960 / 96.51650","32  / 32 nm","BAGO","https://flightplandatabase.com/plan/1314992"
"3725","•","LSO","VOR","V2 (AWY-HI)","35,000 / 10,668","22.98420 / 97.74620","347  / 380 nm","LASHIO","https://flightplandatabase.com/plan/1314992"
"3726","•","LINSO","FIX","A599 (AWY-HI)","35,000 / 10,668","23.37500 / 98.91670","68  / 448 nm","","https://flightplandatabase.com/plan/1314992"
"3727","•","GMA","VOR","A599 (AWY-HI)","35,000 / 10,668","23.53170 / 99.41170","28  / 477 nm","GENGMA","https://flightplandatabase.com/plan/1314992"
"3728","•","MAKUL","FIX","A599 (AWY-HI)","35,000 / 10,668","24.12170 / 100.55700","72  / 549 nm","","https://flightplandatabase.com/plan/1314992"
"3729","•","GULOT","FIX","A599 (AWY-HI)","35,000 / 10,668","24.62330 / 101.56500","62  / 612 nm","","https://flightplandatabase.com/plan/1314992"
"3730","•","IDPUG","FIX","W146 (AWY-HI)","35,000 / 10,668","24.66830 / 102.56800","54  / 667 nm","","https://flightplandatabase.com/plan/1314992"
"3731","•","2500N10300E","LATLON","-","35,000 / 10,668","25.00000 / 103.00000","30  / 698 nm","","https://flightplandatabase.com/plan/1314992"
"3732","•","MEBNA","FIX","-","35,000 / 10,668","26.18000 / 103.65000","79  / 777 nm","","https://flightplandatabase.com/plan/1314992"
"3733","•","HX","NDB","G212 (AWY-HI)","35,000 / 10,668","26.86000 / 104.28200","53  / 830 nm","WEINING","https://flightplandatabase.com/plan/1314992"
"3734","•","RELUT","FIX","W24 (AWY-HI)","35,000 / 10,668","27.46000 / 104.36500","36  / 866 nm","","https://flightplandatabase.com/plan/1314992"
"3735","•","DONLA","FIX","W24 (AWY-HI)","35,000 / 10,668","27.70000 / 104.39800","14  / 881 nm","","https://flightplandatabase.com/plan/1314992"
"3736","•","YBN","VOR","W24 (AWY-HI)","35,000 / 10,668","28.79830 / 104.55700","66  / 947 nm","YIBIN","https://flightplandatabase.com/plan/1314992"
"3737","•","ZYG","VOR","W24 (AWY-HI)","35,000 / 10,668","30.11500 / 104.67700","79  / 1027 nm","ZIYANG","https://flightplandatabase.com/plan/1314992"
"3738","•","TEBUN","FIX","-","35,000 / 10,668","30.66170 / 104.94800","35  / 1062 nm","","https://flightplandatabase.com/plan/1314992"
"3739","•","OGOMO","FIX","-","35,000 / 10,668","30.85170 / 105.00500","11  / 1074 nm","","https://flightplandatabase.com/plan/1314992"
"3740","•","TOREG","FIX","W29 (AWY-HI)","35,000 / 10,668","31.35830 / 106.06300","62  / 1137 nm","","https://flightplandatabase.com/plan/1314992"
"3741","•","SUBUL","FIX","W29 (AWY-HI)","35,000 / 10,668","32.32830 / 106.71000","66  / 1204 nm","","https://flightplandatabase.com/plan/1314992"
"3742","•","NSH","VOR","G212 (AWY-HI)","15,200 / 4,633","33.31830 / 108.31200","100  / 1304 nm","NINGSHAN","https://flightplandatabase.com/plan/1314992"
"3743","O","ZLXY","APT","-","0 / 0","34.44700 / 108.75200","71  / 1375 nm","Xianyang","https://flightplandatabase.com/plan/1314992"
"3744","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","- / 0 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/138028"
"3745","•","BBB","VOR","-","0 / 0","19.08539 / 72.87536","0  / 0 nm","MUMBAI VOR-DME","https://flightplandatabase.com/plan/138028"
"3746","•","OPAKA","FIX","G450 (AWY-LO)","0 / 0","19.63917 / 74.54944","100  / 101 nm","","https://flightplandatabase.com/plan/138028"
"3747","•","MELAX","FIX","L505 (AWY-LO)","0 / 0","19.49864 / 75.63236","61  / 162 nm","","https://flightplandatabase.com/plan/138028"
"3748","•","IBELA","FIX","L505 (AWY-LO)","0 / 0","19.37589 / 76.83219","68  / 231 nm","","https://flightplandatabase.com/plan/138028"
"3749","•","BUSBO","FIX","L505 (AWY-LO)","0 / 0","19.24951 / 78.12508","73  / 304 nm","","https://flightplandatabase.com/plan/138028"
"3750","•","BBS","VOR","-","0 / 0","20.24478 / 85.81131","438  / 743 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/138028"
"3751","•","BUBKO","FIX","G472 (AWY-HI)","0 / 0","19.18436 / 88.66403","173  / 916 nm","","https://flightplandatabase.com/plan/138028"
"3752","•","SAGOD","FIX","G472 (AWY-HI)","0 / 0","17.93006 / 91.99697","204  / 1121 nm","","https://flightplandatabase.com/plan/138028"
"3753","•","PTN","NDB","G472 (AWY-HI)","0 / 0","16.80128 / 94.78000","173  / 1294 nm","PATHEIN NDB","https://flightplandatabase.com/plan/138028"
"3754","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 1372 nm","YANGON INTL","https://flightplandatabase.com/plan/138028"
"3755","O","VYYY","APT","-","0 / 0","16.91080 / 96.13570","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/1314944"
"3756","•","BGO","VOR","-","11,700 / 3,566","17.31960 / 96.51650","32  / 32 nm","BAGO","https://flightplandatabase.com/plan/1314944"
"3757","•","BOMAS","FIX","A581 (AWY-HI)","35,000 / 10,668","17.38470 / 98.09700","90  / 123 nm","","https://flightplandatabase.com/plan/1314944"
"3758","•","TATEL","FIX","A581 (AWY-HI)","35,000 / 10,668","17.48470 / 98.76360","38  / 162 nm","","https://flightplandatabase.com/plan/1314944"
"3759","•","PAE","DME","R202 (AWY-HI)","35,000 / 10,668","18.13410 / 100.16600","89  / 251 nm","PHRAE VOR-DME","https://flightplandatabase.com/plan/1314944"
"3760","•","NAN","VOR","W25 (AWY-HI)","35,000 / 10,668","18.80910 / 100.78300","53  / 305 nm","NAN","https://flightplandatabase.com/plan/1314944"
"3761","•","TOMIP","FIX","R215 (AWY-HI)","35,000 / 10,668","19.18460 / 101.26300","35  / 340 nm","","https://flightplandatabase.com/plan/1314944"
"3762","•","LPB","VOR","R215 (AWY-HI)","35,000 / 10,668","19.89940 / 102.16000","66  / 406 nm","LUANG","https://flightplandatabase.com/plan/1314944"
"3763","•","LAPON","FIX","B465 (AWY-HI)","35,000 / 10,668","20.75000 / 104.47500","140  / 546 nm","","https://flightplandatabase.com/plan/1314944"
"3764","•","MC","NDB","-","35,000 / 10,668","20.82810 / 104.70000","13  / 560 nm","MOCCHAU","https://flightplandatabase.com/plan/1314944"
"3765","•","HUVAN","FIX","-","35,000 / 10,668","21.20830 / 105.11100","32  / 592 nm","","https://flightplandatabase.com/plan/1314944"
"3766","•","NAKHA","FIX","-","35,000 / 10,668","21.96670 / 106.49300","89  / 682 nm","","https://flightplandatabase.com/plan/1314944"
"3767","•","UVUNO","FIX","-","35,000 / 10,668","23.03000 / 107.64200","90  / 772 nm","","https://flightplandatabase.com/plan/1314944"
"3768","•","DUDIT","FIX","-","35,000 / 10,668","23.82170 / 108.16200","55  / 828 nm","","https://flightplandatabase.com/plan/1314944"
"3769","•","ENKUS","FIX","-","35,000 / 10,668","24.67830 / 109.82000","104  / 932 nm","","https://flightplandatabase.com/plan/1314944"
"3770","•","MAMSI","FIX","R343 (AWY-HI)","35,000 / 10,668","25.20500 / 110.21200","38  / 970 nm","","https://flightplandatabase.com/plan/1314944"
"3771","•","VQ","NDB","R343 (AWY-HI)","35,000 / 10,668","25.55830 / 110.47800","25  / 996 nm","DARONGJIANG","https://flightplandatabase.com/plan/1314944"
"3772","•","ONEMI","FIX","R343 (AWY-HI)","35,000 / 10,668","25.75170 / 110.60800","13  / 1009 nm","","https://flightplandatabase.com/plan/1314944"
"3773","•","LLC","VOR","R343 (AWY-HI)","35,000 / 10,668","28.06830 / 112.21200","163  / 1173 nm","LAOLIANGCANG","https://flightplandatabase.com/plan/1314944"
"3774","•","GOSMA","FIX","R343 (AWY-HI)","21,200 / 6,462","29.35330 / 113.24200","94  / 1267 nm","","https://flightplandatabase.com/plan/1314944"
"3775","O","ZHHH","APT","-","0 / 0","30.77680 / 114.21600","99  / 1367 nm","TIANHE","https://flightplandatabase.com/plan/1314944"
"3776","O","WBSB","APT","-","0 / 0","4.94417 / 114.92833","- / 0 nm","Brunei Intl","https://flightplandatabase.com/plan/921885"
"3777","•","DOGOG","FIX","-","19,900 / 6,066","5.42167 / 114.12833","55  / 55 nm","","https://flightplandatabase.com/plan/921885"
"3778","•","ASISU","FIX","M768 (AWY-LO)","35,000 / 10,668","5.98500 / 113.34611","57  / 113 nm","","https://flightplandatabase.com/plan/921885"
"3779","•","TODAM","FIX","M768 (AWY-LO)","35,000 / 10,668","6.52722 / 112.59306","55  / 169 nm","","https://flightplandatabase.com/plan/921885"
"3780","•","LAGOT","FIX","M768 (AWY-LO)","35,000 / 10,668","7.27556 / 111.54528","76  / 245 nm","","https://flightplandatabase.com/plan/921885"
"3781","•","AKMON","FIX","M768 (AWY-LO)","35,000 / 10,668","8.21500 / 110.21833","97  / 343 nm","","https://flightplandatabase.com/plan/921885"
"3782","•","MOXON","FIX","M768 (AWY-LO)","35,000 / 10,668","8.82500 / 109.35500","63  / 406 nm","","https://flightplandatabase.com/plan/921885"
"3783","•","DAGAG","FIX","M768 (AWY-LO)","35,000 / 10,668","9.46333 / 108.44167","66  / 472 nm","","https://flightplandatabase.com/plan/921885"
"3784","•","ELSAS","FIX","M768 (AWY-LO)","35,000 / 10,668","10.13667 / 107.54833","66  / 538 nm","","https://flightplandatabase.com/plan/921885"
"3785","•","LOSON","FIX","M768 (AWY-LO)","35,000 / 10,668","10.49333 / 107.07556","35  / 574 nm","","https://flightplandatabase.com/plan/921885"
"3786","•","TSN","VOR","M768 (AWY-LO)","35,000 / 10,668","10.81643 / 106.64558","31  / 606 nm","TANSONNHAT VOR-DME","https://flightplandatabase.com/plan/921885"
"3787","•","SAPEN","FIX","R468 (AWY-LO)","35,000 / 10,668","11.02000 / 106.18333","29  / 635 nm","","https://flightplandatabase.com/plan/921885"
"3788","•","POPET","FIX","R468 (AWY-LO)","35,000 / 10,668","11.10000 / 105.95000","14  / 650 nm","","https://flightplandatabase.com/plan/921885"
"3789","•","PNH","VOR","R468 (AWY-LO)","35,000 / 10,668","11.54667 / 104.84167","70  / 721 nm","PHNOM PENH VOR-DME","https://flightplandatabase.com/plan/921885"
"3790","•","BOKAK","FIX","R468 (AWY-LO)","35,000 / 10,668","12.96008 / 102.49649","161  / 882 nm","","https://flightplandatabase.com/plan/921885"
"3791","•","GOMES","FIX","R468 (AWY-LO)","35,000 / 10,668","13.40171 / 101.58492","59  / 942 nm","","https://flightplandatabase.com/plan/921885"
"3792","•","BKK","VOR","R468 (AWY-LO)","35,000 / 10,668","13.89356 / 100.59619","64  / 1007 nm","BANGKOK VOR-DME","https://flightplandatabase.com/plan/921885"
"3793","•","BETNO","FIX","G463 (AWY-LO)","34,900 / 10,638","15.09814 / 98.19964","157  / 1164 nm","","https://flightplandatabase.com/plan/921885"
"3794","•","PUMEK","FIX","G463 (AWY-LO)","21,500 / 6,553","15.91806 / 97.54636","62  / 1226 nm","","https://flightplandatabase.com/plan/921885"
"3795","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","100  / 1327 nm","YANGON INTL","https://flightplandatabase.com/plan/921885"
"3796","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/414350"
"3797","•","PUMEK","FIX","-","35,000 / 10,668","15.91806 / 97.54636","100  / 100 nm","","https://flightplandatabase.com/plan/414350"
"3798","•","BETNO","FIX","G463 (AWY-LO)","35,000 / 10,668","15.09814 / 98.19964","62  / 162 nm","","https://flightplandatabase.com/plan/414350"
"3799","•","BKK","VOR","G463 (AWY-LO)","35,000 / 10,668","13.89356 / 100.59619","157  / 319 nm","BANGKOK VOR-DME","https://flightplandatabase.com/plan/414350"
"3800","•","GOMES","FIX","R468 (AWY-LO)","35,000 / 10,668","13.40171 / 101.58492","64  / 384 nm","","https://flightplandatabase.com/plan/414350"
"3801","•","BOKAK","FIX","R468 (AWY-LO)","35,000 / 10,668","12.96008 / 102.49649","59  / 444 nm","","https://flightplandatabase.com/plan/414350"
"3802","•","PNH","VOR","R468 (AWY-LO)","35,000 / 10,668","11.54667 / 104.84167","161  / 605 nm","PHNOM PENH VOR-DME","https://flightplandatabase.com/plan/414350"
"3803","•","POPET","FIX","R468 (AWY-LO)","35,000 / 10,668","11.10000 / 105.95000","70  / 676 nm","","https://flightplandatabase.com/plan/414350"
"3804","•","SAPEN","FIX","R468 (AWY-LO)","35,000 / 10,668","11.02000 / 106.18333","14  / 691 nm","","https://flightplandatabase.com/plan/414350"
"3805","•","TSN","VOR","R468 (AWY-LO)","35,000 / 10,668","10.81643 / 106.64558","29  / 720 nm","TANSONNHAT VOR-DME","https://flightplandatabase.com/plan/414350"
"3806","•","LOSON","FIX","M768 (AWY-LO)","35,000 / 10,668","10.49333 / 107.07556","31  / 752 nm","","https://flightplandatabase.com/plan/414350"
"3807","•","ELSAS","FIX","M768 (AWY-LO)","35,000 / 10,668","10.13667 / 107.54833","35  / 788 nm","","https://flightplandatabase.com/plan/414350"
"3808","•","DAGAG","FIX","M768 (AWY-LO)","35,000 / 10,668","9.46333 / 108.44167","66  / 854 nm","","https://flightplandatabase.com/plan/414350"
"3809","•","MOXON","FIX","M768 (AWY-LO)","35,000 / 10,668","8.82500 / 109.35500","66  / 921 nm","","https://flightplandatabase.com/plan/414350"
"3810","•","AKMON","FIX","M768 (AWY-LO)","35,000 / 10,668","8.21500 / 110.21833","63  / 984 nm","","https://flightplandatabase.com/plan/414350"
"3811","•","LAGOT","FIX","M768 (AWY-LO)","35,000 / 10,668","7.27556 / 111.54528","97  / 1081 nm","","https://flightplandatabase.com/plan/414350"
"3812","•","TODAM","FIX","M768 (AWY-LO)","35,000 / 10,668","6.52722 / 112.59306","76  / 1158 nm","","https://flightplandatabase.com/plan/414350"
"3813","•","ASISU","FIX","M768 (AWY-LO)","23,300 / 7,102","5.98500 / 113.34611","55  / 1213 nm","","https://flightplandatabase.com/plan/414350"
"3814","•","DOGOG","FIX","M768 (AWY-LO)","11,900 / 3,627","5.42167 / 114.12833","57  / 1271 nm","","https://flightplandatabase.com/plan/414350"
"3815","O","WBSB","APT","-","0 / 0","4.94417 / 114.92833","55  / 1327 nm","Brunei Intl","https://flightplandatabase.com/plan/414350"
"3816","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/139094"
"3817","•","PUMEK","FIX","-","35,000 / 10,668","15.91806 / 97.54636","100  / 100 nm","","https://flightplandatabase.com/plan/139094"
"3818","•","BETNO","FIX","G463 (AWY-HI)","35,000 / 10,668","15.09814 / 98.19964","62  / 162 nm","","https://flightplandatabase.com/plan/139094"
"3819","•","BKK","VOR","G463 (AWY-HI)","35,000 / 10,668","13.89356 / 100.59619","157  / 319 nm","BANGKOK VOR-DME","https://flightplandatabase.com/plan/139094"
"3820","•","GOMES","FIX","R468 (AWY-HI)","35,000 / 10,668","13.40171 / 101.58492","64  / 384 nm","","https://flightplandatabase.com/plan/139094"
"3821","•","BOKAK","FIX","R468 (AWY-HI)","35,000 / 10,668","12.96008 / 102.49649","59  / 444 nm","","https://flightplandatabase.com/plan/139094"
"3822","•","PNH","VOR","R468 (AWY-HI)","35,000 / 10,668","11.54667 / 104.84167","161  / 605 nm","PHNOM PENH VOR-DME","https://flightplandatabase.com/plan/139094"
"3823","•","POPET","FIX","R468 (AWY-HI)","35,000 / 10,668","11.10000 / 105.95000","70  / 676 nm","","https://flightplandatabase.com/plan/139094"
"3824","•","SAPEN","FIX","R468 (AWY-HI)","35,000 / 10,668","11.02000 / 106.18333","14  / 691 nm","","https://flightplandatabase.com/plan/139094"
"3825","•","TSN","VOR","R468 (AWY-HI)","35,000 / 10,668","10.81643 / 106.64558","29  / 720 nm","TANSONNHAT VOR-DME","https://flightplandatabase.com/plan/139094"
"3826","•","LOSON","FIX","M768 (AWY-HI)","35,000 / 10,668","10.49333 / 107.07556","31  / 752 nm","","https://flightplandatabase.com/plan/139094"
"3827","•","ELSAS","FIX","M768 (AWY-HI)","35,000 / 10,668","10.13667 / 107.54833","35  / 788 nm","","https://flightplandatabase.com/plan/139094"
"3828","•","DAGAG","FIX","M768 (AWY-HI)","35,000 / 10,668","9.46333 / 108.44167","66  / 854 nm","","https://flightplandatabase.com/plan/139094"
"3829","•","MOXON","FIX","M768 (AWY-HI)","35,000 / 10,668","8.82500 / 109.35500","66  / 921 nm","","https://flightplandatabase.com/plan/139094"
"3830","•","AKMON","FIX","M768 (AWY-HI)","35,000 / 10,668","8.21500 / 110.21833","63  / 984 nm","","https://flightplandatabase.com/plan/139094"
"3831","•","LAGOT","FIX","M768 (AWY-HI)","35,000 / 10,668","7.27556 / 111.54528","97  / 1081 nm","","https://flightplandatabase.com/plan/139094"
"3832","•","TODAM","FIX","M768 (AWY-HI)","35,000 / 10,668","6.52722 / 112.59306","76  / 1158 nm","","https://flightplandatabase.com/plan/139094"
"3833","•","ASISU","FIX","M768 (AWY-HI)","23,300 / 7,102","5.98500 / 113.34611","55  / 1213 nm","","https://flightplandatabase.com/plan/139094"
"3834","•","DOGOG","FIX","M768 (AWY-HI)","11,900 / 3,627","5.42167 / 114.12833","57  / 1271 nm","","https://flightplandatabase.com/plan/139094"
"3835","O","WBSB","APT","-","0 / 0","4.94417 / 114.92833","55  / 1327 nm","Brunei Intl","https://flightplandatabase.com/plan/139094"
"3836","O","ZLXY","APT","-","0 / 0","34.44698 / 108.75220","- / 0 nm","Xianyang","https://flightplandatabase.com/plan/621322"
"3837","•","NSH","VOR","-","25,400 / 7,742","33.31833 / 108.31167","71  / 71 nm","NINGSHAN VOR-DME","https://flightplandatabase.com/plan/621322"
"3838","•","SUBUL","FIX","G212 (AWY-LO)","35,000 / 10,668","32.32833 / 106.71000","100  / 171 nm","","https://flightplandatabase.com/plan/621322"
"3839","•","TOREG","FIX","W29 (AWY-LO)","35,000 / 10,668","31.35833 / 106.06333","66  / 238 nm","","https://flightplandatabase.com/plan/621322"
"3840","•","OGOMO","FIX","W29 (AWY-LO)","35,000 / 10,668","30.85167 / 105.00333","62  / 300 nm","","https://flightplandatabase.com/plan/621322"
"3841","•","TEBUN","FIX","-","35,000 / 10,668","30.66000 / 104.94833","11  / 312 nm","","https://flightplandatabase.com/plan/621322"
"3842","•","ZYG","VOR","-","35,000 / 10,668","30.11500 / 104.67667","35  / 348 nm","ZIYANG VOR-DME","https://flightplandatabase.com/plan/621322"
"3843","•","YBN","VOR","W24 (AWY-LO)","35,000 / 10,668","28.79833 / 104.55667","79  / 427 nm","YIBIN VOR-DME","https://flightplandatabase.com/plan/621322"
"3844","•","DONLA","FIX","W24 (AWY-LO)","35,000 / 10,668","27.70000 / 104.39833","66  / 494 nm","","https://flightplandatabase.com/plan/621322"
"3845","•","HX","NDB","W24 (AWY-LO)","35,000 / 10,668","26.86000 / 104.28167","50  / 545 nm","WEINING NDB","https://flightplandatabase.com/plan/621322"
"3846","•","MEBNA","FIX","G212 (AWY-LO)","35,000 / 10,668","25.85167 / 103.57167","71  / 616 nm","","https://flightplandatabase.com/plan/621322"
"3847","•","SL","NDB","G212 (AWY-LO)","35,000 / 10,668","25.44833 / 103.29167","28  / 645 nm","MAGUOHE NDB","https://flightplandatabase.com/plan/621322"
"3848","•","KMG","VOR","A581 (AWY-LO)","35,000 / 10,668","25.01667 / 102.73333","39  / 685 nm","KUNMING VOR-DME","https://flightplandatabase.com/plan/621322"
"3849","•","ELASU","FIX","A581 (AWY-LO)","35,000 / 10,668","24.06500 / 102.00167","69  / 754 nm","","https://flightplandatabase.com/plan/621322"
"3850","•","BIDRU","FIX","A581 (AWY-LO)","35,000 / 10,668","22.71833 / 100.96500","99  / 853 nm","","https://flightplandatabase.com/plan/621322"
